摄像头编号  摄像日期    摄像时间    笼号  变化点数    帧数  视频时间长度
ch03 20180130 200045 1-1 47975 33890 1419.708333
ch03 20180130 200045 1-2 94291 33890 1419.708333
ch03 20180130 200045 2-1 88805 33890 1419.708333
ch03 20180130 200045 2-2 121309 33890 1419.708333
ch03 20180130 202418 1-1 50238 33890 1412.083333
ch03 20180130 202418 1-2 88948 33890 1412.083333
ch03 20180130 202418 2-1 77790 33890 1412.083333
ch03 20180130 202418 2-2 113163 33890 1412.083333
ch03 20180131 000000 1-1 50548 28274 1178.083333
ch03 20180131 000000 1-2 84888 28274 1178.083333
ch03 20180131 000000 2-1 102706 28274 1178.083333
ch03 20180131 000000 2-2 111463 28274 1178.083333
ch03 20180131 001938 1-1 53651 33890 1412.083333
ch03 20180131 001938 1-2 85656 33890 1412.083333
ch03 20180131 001938 2-1 106328 33890 1412.083333
ch03 20180131 001938 2-2 132130 33890 1412.083333
ch03 20180131 004310 1-1 46051 33890 1412.083333
ch03 20180131 004310 1-2 78171 33890 1412.083333
ch03 20180131 004310 2-1 78016 33890 1412.083333
ch03 20180131 004310 2-2 129820 33890 1412.083333
ch03 20180131 010642 1-1 50012 33890 1412.083333
ch03 20180131 010642 1-2 84846 33890 1412.083333
ch03 20180131 010642 2-1 96368 33890 1412.083333
ch03 20180131 010642 2-2 119776 33890 1412.083333
ch03 20180131 013014 1-1 49005 33890 1412.083333
ch03 20180131 013014 1-2 74753 33890 1412.083333
ch03 20180131 013014 2-1 96461 33890 1412.083333
ch03 20180131 013014 2-2 138426 33890 1412.083333
ch03 20180131 015346 1-2 81131 33890 1412.083333
ch03 20180131 015346 2-1 76977 33890 1412.083333
ch03 20180131 015346 2-2 129663 33890 1412.083333
ch03 20180131 021718 1-1 54265 33890 1412.083333
ch03 20180131 021718 1-2 73348 33890 1412.083333
ch03 20180131 021718 2-1 77130 33890 1412.083333
ch03 20180131 021718 2-2 125455 33890 1412.083333
ch03 20180131 024050 1-1 49831 33890 1412.083333
ch03 20180131 024050 1-2 80815 33890 1412.083333
ch03 20180131 024050 2-1 80968 33890 1412.083333
ch03 20180131 024050 2-2 117126 33890 1412.083333
ch03 20180131 030422 1-1 57306 33890 1412.083333
ch03 20180131 030422 1-2 82017 33890 1412.083333
ch03 20180131 030422 2-1 94558 33890 1412.083333
ch03 20180131 030422 2-2 135992 33890 1412.083333
ch03 20180131 032755 1-1 55372 33890 1412.083333
ch03 20180131 032755 1-2 93865 33890 1412.083333
ch03 20180131 032755 2-1 85265 33890 1412.083333
ch03 20180131 032755 2-2 128267 33890 1412.083333
ch03 20180131 035126 1-1 55288 33890 1412.083333
ch03 20180131 035126 1-2 79751 33890 1412.083333
ch03 20180131 035126 2-1 90732 33890 1412.083333
ch03 20180131 035126 2-2 124401 33890 1412.083333
ch03 20180131 041458 1-1 50354 33890 1412.083333
ch03 20180131 041458 1-2 86100 33890 1412.083333
ch03 20180131 041458 2-1 85632 33890 1412.083333
ch03 20180131 041458 2-2 143918 33890 1412.083333
ch03 20180131 043830 1-1 53772 33890 1412.083333
ch03 20180131 043830 1-2 78117 33890 1412.083333
ch03 20180131 043830 2-1 88101 33890 1412.083333
ch03 20180131 043830 2-2 121369 33890 1412.083333
ch03 20180131 050203 1-1 58561 33890 1412.083333
ch03 20180131 050203 1-2 70285 33890 1412.083333
ch03 20180131 050203 2-1 80162 33890 1412.083333
ch03 20180131 050203 2-2 131114 33890 1412.083333
ch03 20180131 052534 1-1 53021 33890 1412.083333
ch03 20180131 052534 1-2 81513 33890 1412.083333
ch03 20180131 052534 2-1 97799 33890 1412.083333
ch03 20180131 052534 2-2 133603 33890 1412.083333
ch03 20180131 054906 1-1 56229 33890 1412.083333
ch03 20180131 054906 1-2 96210 33890 1412.083333
ch03 20180131 054906 2-1 92162 33890 1412.083333
ch03 20180131 054906 2-2 146885 33890 1412.083333
ch03 20180131 072315 1-1 47661 33890 1412.083333
ch03 20180131 072315 1-2 114286 33890 1412.083333
ch03 20180131 072315 2-1 91571 33890 1412.083333
ch03 20180131 072315 2-2 136739 33890 1412.083333
ch03 20180131 074646 1-1 63525 33890 1412.083333
ch03 20180131 074646 1-2 92736 33890 1412.083333
ch03 20180131 074646 2-1 105519 33890 1412.083333
ch03 20180131 074646 2-2 149195 33890 1412.083333
ch03 20180131 081018 1-1 52721 33890 1412.083333
ch03 20180131 081018 1-2 90277 33890 1412.083333
ch03 20180131 081018 2-1 87071 33890 1412.083333
ch03 20180131 081018 2-2 138903 33890 1412.083333
ch03 20180131 083350 1-1 51521 33890 1412.083333
ch03 20180131 083350 1-2 76413 33890 1412.083333
ch03 20180131 083350 2-1 84456 33890 1412.083333
ch03 20180131 083350 2-2 138600 33890 1412.083333
ch03 20180131 085723 1-1 55550 33890 1412.083333
ch03 20180131 085723 1-2 87680 33890 1412.083333
ch03 20180131 085723 2-1 70843 33890 1412.083333
ch03 20180131 085723 2-2 116084 33890 1412.083333
ch03 20180131 092054 1-1 41877 33890 1412.083333
ch03 20180131 092054 1-2 78205 33890 1412.083333
ch03 20180131 092054 2-1 53545 33890 1412.083333
ch03 20180131 092054 2-2 86078 33890 1412.083333
ch03 20180131 094427 1-1 36297 33890 1412.083333
ch03 20180131 094427 1-2 72532 33890 1412.083333
ch03 20180131 094427 2-1 61487 33890 1412.083333
ch03 20180131 094427 2-2 86132 33890 1412.083333
ch03 20180131 100758 1-1 47964 33890 1412.083333
ch03 20180131 100758 1-2 68558 33890 1412.083333
ch03 20180131 100758 2-1 66130 33890 1412.083333
ch03 20180131 100758 2-2 103070 33890 1412.083333
ch03 20180131 103130 1-1 40046 33890 1412.083333
ch03 20180131 103130 1-2 80084 33890 1412.083333
ch03 20180131 103130 2-1 61986 33890 1412.083333
ch03 20180131 103130 2-2 93994 33890 1412.083333
ch03 20180131 105503 1-1 48864 33890 1412.083333
ch03 20180131 105503 1-2 74673 33890 1412.083333
ch03 20180131 105503 2-1 61564 33890 1412.083333
ch03 20180131 105503 2-2 99554 33890 1412.083333
ch03 20180131 111834 1-1 68137 33890 1412.083333
ch03 20180131 111834 1-2 58411 33890 1412.083333
ch03 20180131 111834 2-1 94030 33890 1412.083333
ch03 20180131 111834 2-2 102334 33890 1412.083333
ch03 20180131 114206 1-1 60402 33890 1412.083333
ch03 20180131 114206 1-2 76216 33890 1412.083333
ch03 20180131 114206 2-1 74862 33890 1412.083333
ch03 20180131 114206 2-2 118895 33890 1412.083333
ch03 20180131 120539 1-1 56247 33890 1412.083333
ch03 20180131 120539 1-2 71376 33890 1412.083333
ch03 20180131 120539 2-1 80523 33890 1412.083333
ch03 20180131 120539 2-2 106715 33890 1412.083333
ch03 20180131 122910 1-1 33818 33890 1412.083333
ch03 20180131 122910 1-2 61026 33890 1412.083333
ch03 20180131 122910 2-1 52225 33890 1412.083333
ch03 20180131 122910 2-2 86276 33890 1412.083333
ch03 20180131 125243 1-1 26485 10513 438.041667
ch03 20180131 125243 1-2 36740 10513 438.041667
ch03 20180131 125243 2-1 47455 10513 438.041667
ch03 20180131 125243 2-2 58943 10513 438.041667
ch03 20180201 230008 1-1 57927 33890 1412.083333
ch03 20180201 230008 1-2 95893 33890 1412.083333
ch03 20180201 230008 2-1 93860 33890 1412.083333
ch03 20180201 230008 2-2 110029 33890 1412.083333
ch03 20180201 232340 1-1 114186 33890 1412.083333
ch03 20180201 232340 1-2 112078 33890 1412.083333
ch03 20180201 232340 2-1 143565 33890 1412.083333
ch03 20180201 232340 2-2 133423 33890 1412.083333
ch03 20180201 234712 1-1 79721 18481 770.041667
ch03 20180201 234712 1-2 89171 18481 770.041667
ch03 20180201 234712 2-1 100625 18481 770.041667
ch03 20180201 234712 2-2 103506 18481 770.041667
ch03 20180202 000000 1-1 34473 15458 644.083333
ch03 20180202 000000 1-2 96437 15458 644.083333
ch03 20180202 000000 2-1 63708 15458 644.083333
ch03 20180202 000000 2-2 53952 15458 644.083333
ch03 20180202 001044 1-1 41820 33890 1412.083333
ch03 20180202 001044 1-2 73384 33890 1412.083333
ch03 20180202 001044 2-1 75737 33890 1412.083333
ch03 20180202 001044 2-2 123275 33890 1412.083333
ch03 20180202 003416 1-1 52658 33891 1420.625000
ch03 20180202 003416 1-2 72683 33891 1420.625000
ch03 20180202 003416 2-1 92419 33891 1420.625000
ch03 20180202 003416 2-2 101762 33891 1420.625000
ch03 20180202 005747 1-1 2738 3217 142.583333
ch03 20180202 005747 1-2 4760 3217 142.583333
ch03 20180202 005747 2-1 5489 3217 142.583333
ch03 20180202 005747 2-2 8010 3217 142.583333
ch03 20180202 005959 1-1 39602 30722 1288.625000
ch03 20180202 005959 1-2 83070 30722 1288.625000
ch03 20180202 005959 2-1 70802 30722 1288.625000
ch03 20180202 005959 2-2 107182 30722 1288.625000
ch03 20180202 012120 1-1 42376 33890 1420.583333
ch03 20180202 012120 1-2 75471 33890 1420.583333
ch03 20180202 012120 2-1 82423 33890 1420.583333
ch03 20180202 012120 2-2 107901 33890 1420.583333
ch03 20180202 014452 1-1 45619 33890 1420.583333
ch03 20180202 014452 1-2 78035 33890 1420.583333
ch03 20180202 014452 2-1 80902 33890 1420.583333
ch03 20180202 014452 2-2 124902 33890 1420.583333
ch03 20180202 020824 1-1 43031 33890 1420.583333
ch03 20180202 020824 1-2 76659 33890 1420.583333
ch03 20180202 020824 2-1 74493 33890 1420.583333
ch03 20180202 020824 2-2 107930 33890 1420.583333
ch03 20180202 023156 1-1 39164 33890 1420.583333
ch03 20180202 023156 1-2 102919 33890 1420.583333
ch03 20180202 023156 2-1 78596 33890 1420.583333
ch03 20180202 023156 2-2 120949 33890 1420.583333
ch03 20180202 025528 1-1 21394 6529 280.541667
ch03 20180202 025528 1-2 56713 6529 280.541667
ch03 20180202 025528 2-1 39632 6529 280.541667
ch03 20180202 025528 2-2 56000 6529 280.541667
ch03 20180202 025959 1-1 52038 27411 1150.625000
ch03 20180202 025959 1-2 68494 27411 1150.625000
ch03 20180202 025959 2-1 79807 27411 1150.625000
ch03 20180202 025959 2-2 129163 27411 1150.625000
ch03 20180202 031900 1-1 86481 33890 1412.083333
ch03 20180202 031900 1-2 94125 33890 1412.083333
ch03 20180202 031900 2-1 106512 33890 1412.083333
ch03 20180202 031900 2-2 113214 33890 1412.083333
ch03 20180202 034232 1-1 64993 25153 1048.041667
ch03 20180202 034232 1-2 84042 25153 1048.041667
ch03 20180202 034232 2-1 105423 25153 1048.041667
ch03 20180202 034232 2-2 115465 25153 1048.041667
ch03 20180202 035959 1-1 43436 8786 366.083333
ch03 20180202 035959 1-2 47050 8786 366.083333
ch03 20180202 035959 2-1 62693 8786 366.083333
ch03 20180202 035959 2-2 74403 8786 366.083333
ch03 20180202 040604 1-1 80254 33890 1412.083333
ch03 20180202 040604 1-2 96239 33890 1412.083333
ch03 20180202 040604 2-1 104098 33890 1412.083333
ch03 20180202 040604 2-2 124892 33890 1412.083333
ch03 20180202 042936 1-1 71163 33890 1412.083333
ch03 20180202 042936 1-2 107188 33890 1412.083333
ch03 20180202 042936 2-1 107641 33890 1412.083333
ch03 20180202 042936 2-2 127175 33890 1412.083333
ch03 20180202 045308 1-1 43282 9889 412.041667
ch03 20180202 045308 1-2 63869 9889 412.041667
ch03 20180202 045308 2-1 63332 9889 412.041667
ch03 20180202 045308 2-2 72940 9889 412.041667
ch03 20180202 045959 1-1 62806 24050 1002.083333
ch03 20180202 045959 1-2 84513 24050 1002.083333ch03 20180202 045959 2-1 117804 24050 1002.083333
ch03 20180202 045959 2-2 124975 24050 1002.083333ch03 20180202 051640 1-1 68684 33890 1412.083333
ch03 20180202 051640 1-2 111113 33890 1412.083333
ch03 20180202 051640 2-1 111187 33890 1412.083333
ch03 20180202 051640 2-2 128974 33890 1412.083333
ch03 20180202 054012 1-1 85674 28513 1188.041667
ch03 20180202 054012 1-2 108932 28513 1188.041667
ch03 20180202 054012 2-1 114740 28513 1188.041667
ch03 20180202 054012 2-2 138368 28513 1188.041667
ch03 20180202 055959 1-1 24993 5426 226.083333
ch03 20180202 055959 1-2 32771 5426 226.083333
ch03 20180202 055959 2-1 44404 5426 226.083333
ch03 20180202 055959 2-2 43659 5426 226.083333
ch03 20180202 060345 1-1 72194 33890 1412.083333
ch03 20180202 060345 1-2 102161 33890 1412.083333
ch03 20180202 060345 2-1 118526 33890 1412.083333ch03 20180202 060345 2-2 128252 33890 1412.083333
ch03 20180202 062716 1-1 84055 33890 1420.583333
ch03 20180202 062716 1-2 119995 33890 1420.583333
ch03 20180202 062716 2-1 119512 33890 1420.583333
ch03 20180202 062716 2-2 136864 33890 1420.583333
ch03 20180202 065048 1-1 69855 13249 560.541667
ch03 20180202 065048 1-2 95031 13249 552.041667
ch03 20180202 065048 2-1 95919 13249 552.041667
ch03 20180202 065048 2-2 113757 13249 552.041667
ch03 20180202 065959 1-1 66404 20690 862.083333
ch03 20180202 065959 1-2 70231 20690 862.083333
ch03 20180202 065959 2-1 90692 20690 862.083333
ch03 20180202 065959 2-2 90687 20690 862.083333
ch03 20180202 071420 1-1 63975 33890 1412.083333
ch03 20180202 071420 1-2 102052 33890 1412.083333
ch03 20180202 071420 2-1 100423 33890 1412.083333
ch03 20180202 071420 2-2 136759 33890 1412.083333
ch03 20180202 073752 1-1 84047 33890 1412.083333
ch03 20180202 073752 1-2 112035 33890 1412.083333
ch03 20180202 073752 2-1 129307 33890 1412.083333
ch03 20180202 073752 2-2 123437 33890 1412.083333
ch03 20180202 080124 1-1 77441 33890 1412.083333
ch03 20180202 080124 1-2 112962 33890 1412.083333
ch03 20180202 080124 2-1 134151 33890 1412.083333
ch03 20180202 080124 2-2 139429 33890 1412.083333
ch03 20180202 082456 1-1 98555 33890 1412.083333
ch03 20180202 082456 1-2 114115 33890 1412.083333
ch03 20180202 082456 2-1 132584 33890 1412.083333
ch03 20180202 082456 2-2 161228 33890 1412.083333
ch03 20180202 084828 1-1 77329 16609 692.041667
ch03 20180202 084828 1-2 96209 16609 692.041667
ch03 20180202 084828 2-1 79453 16609 692.041667
ch03 20180202 084828 2-2 91885 16609 692.041667
ch03 20180202 085959 1-1 77698 17330 722.083333
ch03 20180202 085959 1-2 92786 17330 722.083333
ch03 20180202 085959 2-1 72305 17330 722.083333
ch03 20180202 085959 2-2 100633 17330 722.083333
ch03 20180202 091200 1-1 65101 33890 1412.083333
ch03 20180202 091200 1-2 80310 33890 1412.083333
ch03 20180202 091200 2-1 52897 33890 1412.083333
ch03 20180202 091200 2-2 80370 33890 1412.083333
ch03 20180202 093533 1-1 68028 33890 1412.083333
ch03 20180202 093533 1-2 110187 33890 1412.083333
ch03 20180202 093533 2-1 68236 33890 1412.083333
ch03 20180202 093533 2-2 100527 33890 1412.083333
ch03 20180202 095904 1-1 78716 33890 1412.083333
ch03 20180202 095904 1-2 111636 33890 1412.083333
ch03 20180202 095904 2-1 72507 33890 1412.083333
ch03 20180202 095904 2-2 104237 33890 1412.083333
ch03 20180202 102236 1-1 116763 33890 1420.833333
ch03 20180202 102236 1-2 112320 33890 1412.083333
ch03 20180202 102236 2-1 117192 33890 1412.083333
ch03 20180202 102236 2-2 114371 33890 1412.083333
ch03 20180202 104608 1-1 62881 19969 832.041667
ch03 20180202 104608 1-2 89586 19969 832.041667
ch03 20180202 104608 2-1 67948 19969 832.041667
ch03 20180202 104608 2-2 93971 19969 832.041667
ch03 20180202 105959 1-1 47654 13970 582.083333
ch03 20180202 105959 1-2 55176 13970 582.083333
ch03 20180202 105959 2-1 47580 13970 582.083333
ch03 20180202 105959 2-2 77613 13970 582.083333
ch03 20180202 110940 1-1 65291 33890 1412.083333
ch03 20180202 110940 1-2 129731 33890 1412.083333
ch03 20180202 110940 2-1 73724 33890 1412.083333
ch03 20180202 110940 2-2 125060 33890 1412.083333
ch03 20180202 113313 1-1 97102 33890 1412.083333
ch03 20180202 113313 1-2 125672 33890 1412.083333
ch03 20180202 113313 2-1 103918 33890 1412.083333
ch03 20180202 113313 2-2 125686 33890 1412.083333
ch03 20180202 115644 1-1 6528 4705 196.041667
ch03 20180202 115644 1-2 10328 4705 196.041667
ch03 20180202 115644 2-1 7131 4705 196.041667
ch03 20180202 115644 2-2 16434 4705 196.041667
ch03 20180202 115959 1-1 7635 29234 1218.083333
ch03 20180202 115959 1-2 25438 29234 1218.083333
ch03 20180202 115959 2-1 5553 29234 1218.083333
ch03 20180202 115959 2-2 25859 29234 1218.083333
ch03 20180202 122016 1-1 114636 33890 1412.083333
ch03 20180202 122016 1-2 125217 33890 1412.083333
ch03 20180202 122016 2-1 135230 33890 1412.083333
ch03 20180202 122016 2-2 129495 33890 1412.083333
ch03 20180202 124348 1-1 50073 23329 972.041667
ch03 20180202 124348 1-2 69391 23329 972.041667
ch03 20180202 124348 2-1 51681 23329 972.041667
ch03 20180202 124348 2-2 81098 23329 972.041667
ch03 20180202 125959 1-1 71844 10610 442.083333
ch03 20180202 125959 1-2 63925 10610 442.083333
ch03 20180202 125959 2-1 87036 10610 442.083333
ch03 20180202 125959 2-2 88951 10610 442.083333
ch03 20180202 130720 1-1 107735 33890 1412.083333
ch03 20180202 130720 1-2 123461 33890 1412.083333
ch03 20180202 130720 2-1 135222 33890 1412.083333
ch03 20180202 130720 2-2 147042 33890 1412.083333
ch03 20180203 000618 1-1 60535 33890 1412.083333
ch03 20180203 000618 1-2 94066 33890 1412.083333
ch03 20180203 000618 2-1 77508 33890 1412.083333
ch03 20180203 000618 2-2 115662 33890 1421.041667
ch03 20180203 002950 1-1 56970 33890 1421.041667
ch03 20180203 002950 1-2 99350 33890 1421.041667
ch03 20180203 002950 2-1 84428 33890 1421.041667
ch03 20180203 002950 2-2 111227 33890 1421.041667
ch03 20180203 005322 1-1 63925 33890 1421.041667
ch03 20180203 005322 1-2 85189 33890 1421.041667
ch03 20180203 005322 2-1 96898 33890 1421.041667
ch03 20180203 005322 2-2 118662 33890 1421.041667
ch03 20180203 011654 1-1 54468 33891 1421.083333
ch03 20180203 011654 1-2 94061 33891 1421.083333
ch03 20180203 011654 2-1 92281 33891 1421.083333
ch03 20180203 011654 2-2 117907 33891 1421.083333
ch03 20180203 014025 1-1 54420 33890 1421.041667
ch03 20180203 014025 1-2 75801 33890 1421.041667
ch03 20180203 014025 2-1 88900 33890 1421.041667
ch03 20180203 014025 2-2 118432 33890 1421.041667
ch03 20180203 020358 1-1 60400 33890 1421.041667
ch03 20180203 020358 1-2 79242 33890 1421.041667
ch03 20180203 020358 2-1 86812 33890 1421.041667
ch03 20180203 020358 2-2 114198 33890 1421.041667
ch03 20180203 022730 1-1 53441 33890 1421.041667
ch03 20180203 022730 1-2 50505 33890 1421.041667
ch03 20180203 022730 2-1 97780 33890 1421.041667
ch03 20180203 022730 2-2 124714 33890 1421.041667
ch03 20180203 025102 1-1 62084 33890 1421.041667
ch03 20180203 025102 1-2 81907 33890 1421.041667
ch03 20180203 025102 2-1 87384 33890 1421.041667
ch03 20180203 025102 2-2 151392 33890 1421.041667
ch03 20180203 031434 1-1 64346 33890 1421.041667
ch03 20180203 031434 1-2 104517 33890 1421.041667
ch03 20180203 031434 2-1 93653 33890 1421.041667
ch03 20180203 031434 2-2 140645 33890 1421.041667
ch03 20180203 033806 1-1 64109 33891 1421.083333
ch03 20180203 033806 1-2 83232 33891 1421.083333
ch03 20180203 033806 2-1 91536 33891 1421.083333
ch03 20180203 033806 2-2 121106 33891 1421.083333
ch03 20180203 040138 1-1 57341 33890 1421.041667
ch03 20180203 040138 1-2 93827 33890 1421.041667
ch03 20180203 040138 2-1 93649 33890 1421.041667
ch03 20180203 040138 2-2 112482 33890 1421.041667
ch03 20180203 042510 1-1 64569 33890 1421.041667
ch03 20180203 042510 1-2 86161 33890 1421.041667
ch03 20180203 042510 2-1 93624 33890 1421.041667
ch03 20180203 042510 2-2 122212 33890 1421.041667
ch03 20180203 044842 1-1 55811 33890 1421.041667
ch03 20180203 044842 1-2 99170 33890 1421.041667
ch03 20180203 044842 2-1 86519 33890 1421.041667
ch03 20180203 044842 2-2 126534 33890 1421.041667
ch03 20180203 051214 1-1 58358 33890 1421.041667
ch03 20180203 051214 1-2 74949 33890 1421.041667
ch03 20180203 051214 2-1 85001 33890 1421.041667
ch03 20180203 051214 2-2 118086 33890 1421.041667
ch03 20180203 053546 1-1 61716 33890 1421.041667
ch03 20180203 053546 1-2 84556 33890 1421.041667
ch03 20180203 053546 2-1 84073 33890 1421.041667
ch03 20180203 053546 2-2 118158 33890 1421.041667
ch03 20180203 055918 1-1 57630 33890 1421.041667
ch03 20180203 055918 1-2 86465 33890 1421.041667
ch03 20180203 055918 2-1 104422 33890 1421.041667
ch03 20180203 055918 2-2 125829 33890 1421.041667
ch03 20180203 062250 1-1 56588 33891 1421.041667
ch03 20180203 062250 1-2 87909 33891 1421.041667
ch03 20180203 062250 2-1 89858 33891 1421.041667
ch03 20180203 062250 2-2 122191 33891 1421.041667
ch03 20180203 064622 1-1 64452 33890 1421.041667
ch03 20180203 064622 1-2 91712 33890 1421.041667
ch03 20180203 064622 2-1 90798 33890 1421.041667
ch03 20180203 064622 2-2 125601 33890 1421.041667
ch03 20180203 070954 1-1 64780 33890 1421.041667
ch03 20180203 070954 1-2 85529 33890 1421.041667
ch03 20180203 070954 2-1 90841 33890 1421.041667
ch03 20180203 070954 2-2 123193 33890 1421.041667
